,drug_name,side_effects,brand_names,alcohol,drug_link
159,beclomethasone,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Beclomethasone nasal may cause serious side effects. Call your doctor at once if you have: severe or ongoing nosebleed; sores in the nose that won't heal; blurred vision, eye pain , or seeing halos around lights; signs of a hormonal disorder--worsening tiredness or muscle weakness, anxiety , feeling irritable, feeling light-headed, nausea , vomiting , loss of appetite, diarrhea , weight loss , or weight gain (especially in your face or your upper back and torso); or signs of infection--fever, chills, sores or white patches in or around your nose, flu symptoms, redness or swelling. Beclomethasone nasal can affect growth in children. Talk with your doctor if you think your child is not growing at a normal rate while using beclomethasone nasal. Common side effects of beclomethasone nasal may include: discomfort or irritation inside your nose; sneezing, runny or stuffy nose; nosebleed; fever, sore throat ; headache , nausea; or unpleasant taste or smell.","Beconase AQ, Qnasl, Vancenase AQ, Vancenase AQ DS",,https://www.drugs.com/mtm/beclomethasone-nasal.html
160,insulin isophane,"redness or swelling where an injection was given, itchy skin rash over the entire body, trouble breathing, chest tightness, feeling like you might pass out, or swelling in your tongue or throat. Insulin isophane may cause serious side effects. Call your doctor at once if you have: fluid retention --weight gain, swelling in your hands or feet, feeling short of breath; or low potassium --leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling. Common side effects of insulin isophane may include: low blood sugar; weight gain, swelling in your hands or feet; itching, mild skin rash ; or thickening or hollowing of the skin where you injected the medicine.","HumuLIN N, NovoLIN N, Iletin II NPH Pork, Iletin NPH, HumuLIN N Pen, NovoLIN N PenFill, NovoLIN N Innolet, NovoLIN N FlexPen, ReliOn/NovoLIN N FlexPen",X,https://www.drugs.com/mtm/insulin-isophane.html
161,metronidazole,"new or worsening symptoms of infection; painful or difficult urination; confusion; a light-headed feeling (like you might pass out); vaginal itching or discharge; or blisters or ulcers in your mouth, red or swollen gums, trouble swallowing. Stop taking the medicine and call your doctor right away if you have neurologic side effects (more likely to occur while taking metronidazole long term): numbness, tingling, or burning pain in your hands or feet; vision problems, pain behind your eyes, seeing flashes of light; muscle weakness, problems with speech or coordination; trouble speaking or understanding what is said to you; a seizure; or fever, neck stiffness, and increased sensitivity to light. Metronidazole can cause life-threatening liver problems in people with Cockayne syndrome. If you have this condition, stop taking this medicine and contact your doctor if you have signs of liver failure --nausea, stomach pain (upper right side), dark urine, clay-colored stools, or jaundice (yellowing of the skin or eyes). Side effects may be more likely in older adults. Common metronidazole side effects may include: depression , trouble sleeping, feeling irritable; headache , dizziness , weakness; nausea, vomiting, loss of appetite, stomach pain; diarrhea , constipation ; unpleasant metallic taste; rash, itching; vaginal itching or discharge, pain during sex; mouth sores; or swollen, red, or ""hairy"" tongue.","Flagyl, Flagyl ER",X,https://www.drugs.com/metronidazole.html
162,temazepam,"Temazepam may cause a severe allergic reaction. hives ; difficulty breathing; nausea , vomiting ; swelling of your face, lips, tongue, or throat. Temazepam can slow or stop your breathing, especially if you have recently used an opioid medication or alcohol. A person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. Call your doctor at once if you have: confusion, agitation , hallucinations; depressed mood; or thoughts of suicide or hurting yourself. Some people using temazepam have engaged in activity such as driving, eating, walking, making phone calls, or having sex and later having no memory of the activity. Tell your doctor if this happens to you. Drowsiness or dizziness may last longer in older adults. Use caution to avoid falling or accidental injury. Common temazepam side effects may include: drowsiness, tiredness; dizziness; headache ; nausea; or feeling nervous. After you stop using temazepam, get medical help right away if you have symptoms such as: unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, suicidal thoughts or actions. Some withdrawal symptoms may last up to 12 months or longer after stopping this medicine suddenly. Tell your doctor if you have ongoing anxiety , depression, problems with memory or thinking, trouble sleeping, ringing in your ears, a burning or prickly feeling, or a crawling sensation under your skin.",Restoril,X,https://www.drugs.com/temazepam.html
163,erythromycin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Erythromycin topical may cause serious side effects. Call your doctor at once if you have: severe burning, stinging, or redness; oozing or other signs of skin infection ; worsening of your skin condition; or severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose). Common side effects of erythromycin topical may include: skin itching, redness, burning, or peeling; or dry or oily skin.","Emcin Clear, Erygel, Theramycin Z, A/T/S, Erycette, Staticin, Emgel, Akne-Mycin, T-Stat, Erythra-Derm, Eryderm, Erymax, Theramycin, E-Solve 2, Romycin, Ery-Sol, Ery Pads",,https://www.drugs.com/mtm/erythromycin-topical.html
164,erythromycin,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); headache with chest pain and severe dizziness, fainting, fast or pounding heartbeats; a seizure; hearing problems (rare); pancreatitis - severe pain in your upper stomach spreading to your back, nausea and vomiting; or liver problems - loss of appetite, stomach pain (upper right side), tiredness, easy bruising or bleeding, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Serious side effects may be more likely in older adults, including hearing loss, or a life-threatening fast heart rate. Call your doctor if a baby using this medicine is vomiting or irritable with feeding. Common erythromycin side effects may include: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); liver problems; or abnormal liver function tests.","E.E.S. Granules, Ery-Tab, Erythrocin Lactobionate, Erythrocin Stearate Filmtab",X,https://www.drugs.com/erythromycin.html
165,polyethylene glycol 3350,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop taking polyethylene glycol 3350 and call your doctor at once if you have: severe or bloody diarrhea ; rectal bleeding ; blood in your stools; or severe and worsening stomach pain. Common side effects of polyethylene glycol 3350 may include: bloating , gas, upset stomach ; dizziness ; or increased sweating.","ClearLax, GaviLAX, Gialax, GlycoLax, MiraLax, PEG3350, SunMark ClearLax, HealthyLax, Natura-Lax",,https://www.drugs.com/mtm/polyethylene-glycol-3350.html
166,cefdinir,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); fever, chills, body aches, flu symptoms; pale skin, easy bruising, unusual bleeding; seizure (convulsions); fever, weakness, confusion; dark colored urine, jaundice (yellowing of the skin or eyes); or kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of cefdinir may include: nausea, vomiting, stomach pain, diarrhea; vaginal itching or discharge; headache ; or rash (including diaper rash in an infant taking liquid cefdinir.","Omnicef, Omnicef Omni-Pac",,https://www.drugs.com/mtm/cefdinir.html
167,tretinoin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Tretinoin topical may cause serious side effects. Call your doctor at once if you have: severe burning, stinging, or irritation of treated skin; severe skin dryness; or severe redness, swelling, blistering, peeling, or crusting. Your skin may be more sensitive to weather extremes such as cold and wind while using tretinoin topical. Common side effects of tretinoin topical may include: skin pain, redness, burning, itching, or irritation; sore throat ; mild warmth or stinging where the medicine was applied; or changes in color of treated skin.","Altreno, Atralin, Avita, Refissa, Renova, Retin-A, Tretinoin Emollient Topical, Retin A Micro Gel, Retisol-A, Stie Vaa, Stie Vaa Forte, Stievaa, Vitinoin, Altinac, Tretin-X, Retin A Micro Gel Pump, Renova Pump, Retin-A Micro Microsphere Pump, Tretinoin Microsphere",,https://www.drugs.com/mtm/tretinoin-topical.html
168,mometasone,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Mometasone topical may cause serious side effects. Call your doctor at once if you have: severe skin irritation; blurred vision, tunnel vision, eye pain , or seeing halos around lights; or high blood sugar--increased thirst, increased urination, dry mouth, fruity breath odor. Mometasone topical can affect growth in children and should not be used long-term. Common side effects of mometasone topical may include: red or pus-filled bumps on your skin; acne; or mild itching, tingling, or burning.",Elocon,,https://www.drugs.com/mtm/mometasone-topical.html
169,mometasone,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Mometasone nasal may cause serious side effects. Call your doctor at once if you have: severe bleeding or increased drainage from your nose; nose pain or discomfort, headache ; white patches or sores in the nose that won't heal; wheezing, trouble breathing; vision problems; irritation or a choking feeling in the back of your throat (may be signs that the implant has moved inside your nose); or ear pain or full feeling, trouble hearing, drainage from the ear. Steroid medicine can affect growth in children. Tell your doctor if your child is not growing at a normal rate while using mometasone nasal. Although the risk of serious side effects is low when mometasone is used in the nose, side effects can occur if the medicine is absorbed into your bloodstream. Tell your doctor if you have possible signs of long-term steroid use: weight gain (especially in your face or your upper back and torso); slow wound healing, thinning skin, increased body hair; irregular menstrual periods, changes in sexual function; or muscle weakness, tired feeling, depression , anxiety , or feeling irritable. Common side effects of mometasone nasal may include: nosebleeds ; headache; stuffy nose, sore throat , cough; or flu-like symptoms.","Nasonex, Propel, Sinuva, Nasonex 24hr Allergy",,https://www.drugs.com/mtm/mometasone-nasal.html
170,eszopiclone,"Eszopiclone may cause a severe allergic reaction. Stop taking eszopiclone and get emergency medical help if you have signs of an allergic reaction: hives ; nausea , vomiting ; difficulty breathing; swelling of your face, lips, tongue, or throat. Some people using this medicine have engaged in activity while not fully awake and later had no memory of it. This may include walking, driving, or making phone calls. If this happens to you, stop taking eszopiclone and call your doctor right away. Serious injury or death could occur if you walk or drive while you are not fully awake. Eszopiclone may cause serious side effects. Call your doctor at once if you have: anxiety , depression, aggression, agitation ; memory problems, unusual thoughts or behavior; thoughts of hurting yourself; or confusion, hallucinations (hearing or seeing things). Common side effects of eszopiclone may include: day-time drowsiness, dizziness , ""hangover"" feeling; headache , anxiety; dry mouth; unusual or unpleasant taste in your mouth; rash; or cold or flu symptoms such as fever, body aches, sore throat , cough, runny or stuffy nose.",Lunesta,X,https://www.drugs.com/mtm/eszopiclone.html
171,betamethasone,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Betamethasone may cause serious side effects. Call your doctor at once if you have: fast, slow, or irregular heartbeats; blurred vision, tunnel vision, eye pain , or seeing halos around lights; bumps on the skin, or raised blotches (purple, pink, brown, or red); chest pain, swollen glands; a seizure; swelling, rapid weight gain, shortness of breath; any wound that will not heal; pain and swelling or stiffness in your joints with fever or general ill feeling; severe pain in your upper stomach spreading to your back; severe depression , changes in personality, unusual thoughts or behavior; or increased adrenal gland hormones --weight gain in your face and shoulders, slow wound healing, skin discoloration, thinning skin, increased body hair, tiredness, mood changes, menstrual changes, sexual changes. Betamethasone can affect growth in children. Tell your doctor if your child is not growing at a normal rate while using betamethasone. Common side effects of betamethasone may include: headache , depression, mood swings; sleep problems ( insomnia ); numbness , tingling, burning pain; skin redness, itching, or discoloration; thinning skin, stretch marks; muscle weakness; or nausea , bloating , stomach pain.","Celestone Soluspan, Celestone",,https://www.drugs.com/mtm/betamethasone-injection.html
172,betamethasone,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Stop using betamethasone and call your doctor at once if you have: severe skin irritation where the medicine was applied; or signs of skin infection (swelling, redness, warmth, oozing). Your skin can absorb topical steroid medicine, which may cause steroid side effects throughout the body. Stop using betamethasone and call your doctor if you have: blurred vision, tunnel vision, eye pain , or seeing halos around lights; slow wound healing, thinning skin, increased body hair; increased thirst or urination, dry mouth, fruity breath odor; weight gain, puffiness in your face; or muscle weakness, tired feeling, depression , anxiety , feeling irritable. Steroids can affect growth in children. Tell your doctor if your child is not growing at a normal rate while using this medicine. Common betamethasone side effects may include: itching, redness, burning, stinging, or blistering of treated skin; skin bruising or shiny appearance; or folliculitis (redness or crusting around your hair follicles).","Alphatrex, Beta-Val, Del-Beta, Diprolene, Diprosone, Luxiq, Maxivate, Sernivo, Teladar, Uticort, Valisone",,https://www.drugs.com/betamethasone-topical.html
173,minocycline,"skin rash, fever, swollen glands, flu-like symptoms, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. This may be more likely with long-term use of minocycline, and the reaction may occur several weeks after you began using this medicine. Call your doctor at once if you have: little or no urination, swelling in your feet or ankles, feeling tired or short of breath (signs of kidney problems); loss of appetite, upper stomach pain (that may spread to your back), nausea or vomiting, loss of appetite, easy bruising or bleeding, dark urine, yellowing of the skin or eyes (signs of liver or pancreas problems); joint pain or swelling with fever, swollen glands, muscle aches, chest pain, vomiting, unusual thoughts or behavior, and patchy skin color; severe headaches, ringing in your ears, dizziness, vision problems, pain behind your eyes; or swollen glands, flu symptoms, easy bruising or bleeding, severe tingling or numbness, muscle weakness, chest pain, new or worsening cough with fever, trouble breathing. Common minocycline side effects may include: numbness , tingling, burning pain; hair loss ; discoloration of you skin or nails. dizziness, spinning sensation; muscle or joint pain; nausea, diarrhea, loss of appetite; swollen tongue, cough, trouble swallowing; rash, itching; or headache .","Dynacin, Minocin, Minolira, Solodyn, Ximino, Vectrin, Myrac",,https://www.drugs.com/minocycline.html
174,minocycline,"hives , itching, severe rash; swollen glands, unusual tiredness, fever, nausea , stomach pain; lower back pain , painful urination, blood or pus in your urine; chest pain, cough with mucus, difficult breathing; jaundice (yellowing of the skin or eyes); swelling of your face, lips, tongue, or throat. Some of these signs of allergic reaction have occurred when minocycline was taken by mouth in a pill form. It is not known whether Arestin minocycline powder would cause these same effects when used in dentistry. Call your dentist at once if you have: tooth pain ; pain or swelling in your gums; fever, swollen glands, rash or itching, joint pain or swelling, muscle aches, general ill feeling; or severe skin reaction--fever, sore throat , swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling. Common side effects of minocycline may include: increased tooth sensitivity; pain; headache ; infection; or flu-like symptoms.",Arestin,,https://www.drugs.com/mtm/minocycline-mucous-membrane-powder.html
175,nebivolol,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Nebivolol may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; rapid weight gain; shortness of breath; slow or uneven heartbeats; or numbness or cold feeling in your hands and feet. Common side effects of nebivolol may include: dizziness; swelling in your legs; slow heartbeats; tiredness; or headache .",Bystolic,X,https://www.drugs.com/mtm/nebivolol.html
176,levofloxacin,"low blood sugar--headache, hunger, sweating, irritability, dizziness , nausea , fast heart rate , or feeling anxious or shaky; nerve symptoms in your hands, arms, legs, or feet--numbness, weakness, tingling, burning pain; serious mood or behavior changes-- nervousness , confusion, agitation, paranoia, hallucinations, memory problems, trouble concentrating, thoughts of suicide; or signs of tendon rupture--sudden pain, swelling, bruising, tenderness, stiffness, movement problems, or a snapping or popping sound in any of your joints (rest the joint until you receive medical care or instructions). In rare cases, levofloxacin may cause damage to your aorta, the main blood artery of the body. This could lead to dangerous bleeding or death. Get emergency medical help if you have severe and constant pain in your chest, stomach, or back. Stop taking levofloxacin and call your doctor at once if you have : severe stomach pain, diarrhea that is watery or bloody; fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out); the first sign of any skin rash, no matter how mild; muscle weakness, breathing problems; seizure (convulsions); increased pressure inside the skull--severe headaches, ringing in your ears, dizziness, nausea, vision problems, pain behind your eyes; or liver problems--upper stomach pain, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of levofloxacin may include: nausea, constipation , diarrhea; headache, dizziness; or trouble sleeping.",Levaquin,,https://www.drugs.com/levofloxacin.html
177,ofloxacin,"low blood sugar--headache, hunger, sweating, irritability, dizziness , nausea , fast heart rate , or feeling anxious or shaky; nerve symptoms in your hands, arms, legs, or feet--numbness, weakness, tingling, burning pain; serious mood or behavior changes-- nervousness , confusion, agitation, paranoia, hallucinations, memory problems, trouble concentrating, thoughts of suicide; or signs of tendon rupture--sudden pain, swelling, bruising, tenderness, stiffness, movement problems, or a snapping or popping sound in any of your joints (rest the joint until you receive medical care or instructions). In rare cases, ofloxacin may cause damage to your aorta, the main blood artery of the body. This could lead to dangerous bleeding or death. Get emergency medical help if you have severe and constant pain in your chest, stomach, or back. Also, stop using ofloxacin and call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out); the first sign of any skin rash, no matter how mild; muscle weakness, breathing problems; little or no urination; a seizure (convulsions); increased pressure inside the skull--severe headaches, ringing in your ears, vision problems, pain behind your eyes; or liver problems--upper stomach pain, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of ofloxacin may include: nausea, constipation , diarrhea; dizziness; or headache.",Floxin,,https://www.drugs.com/mtm/ofloxacin.html
178,vortioxetine,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. Vortioxetine may cause serious side effects. Call your doctor at once if you have: racing thoughts, decreased need for sleep, unusual risk-taking behavior, feelings of extreme happiness or sadness, being more talkative than usual; vision changes, eye pain , eye redness or swelling; easy bruising, unusual bleeding, coughing up blood ; or low sodium level (may be more likely to occur in older adults--confusion, memory problems, hallucinations, slurred speech, severe weakness, feeling unsteady. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting , or diarrhea . Common side effects of vortioxetine may include: nausea; constipation ; or vomiting.",Trintellix,X,https://www.drugs.com/mtm/vortioxetine.html
179,umeclidinium,"hives , rash, severe itching; difficult breathing; swelling of your face, lips, tongue, or throat. Umeclidinium may cause serious side effects. Call your doctor at once if you have: wheezing, choking, or other breathing problems after using umeclidinium; blurred vision, nausea , vomiting , eye pain or redness, or seeing halos or bright colors around lights; or painful or difficult urination, or urinating more often. Common side effects of umeclidinium may include: cold symptoms such as stuffy nose, sneezing, sore throat , cough; fast or irregular heartbeats; bruising, darkened skin; mouth pain, tooth pain ; muscle or joint pain; stomach pain; or altered sense of taste.",Incruse Ellipta,,https://www.drugs.com/mtm/umeclidinium.html
180,telmisartan,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Also call your doctor at once if you have: a light-headed feeling, like you might pass out; little or no urination; swelling in your feet or ankles, rapid weight gain; unusual pain or tightness in your lower body; a skin ulcer; or high potassium level-- nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement. Common side effects of telmisartan may include: stuffy nose, sinus pain; back pain ; or diarrhea.",Micardis,X,https://www.drugs.com/mtm/telmisartan.html
181,ketorolac,"chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, leg swelling, feeling short of breath. Ketorolac may cause serious side effects. Stop using ketorolac and call your doctor at once if you have: any skin rash, no matter how mild; high blood pressure--severe headache , blurred vision, pounding in your neck or ears; heart problems--swelling, rapid weight gain, feeling short of breath; kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath; liver problems-- nausea , upper stomach pain, itching, tiredness, flu-like symptoms, dark urine, jaundice (yellowing of the skin or eyes); low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet; or signs of stomach bleeding--bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds. Common side effects of ketorolac may include: heartburn , stomach pain, gas, nausea, vomiting ; diarrhea , constipation ; slow heartbeats; decreased urination; abnormal liver function tests ; increased blood pressure; pain or irritation in your nose; runny nose ; watery eyes ; throat irritation; or rash.",Sprix,X,https://www.drugs.com/mtm/ketorolac-nasal.html
182,hydromorphone,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. Hydromorphone may cause serious side effects. Call your doctor at once if you have: noisy breathing, sighing, shallow breathing, breathing that stops during sleep; a slow heart rate or weak pulse; confusion, feelings of extreme happiness or sadness; severe weakness or drowsiness; a light-headed feeling, like you might pass out; low cortisol levels-- nausea , vomiting , loss of appetite, dizziness, worsening tiredness or weakness. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea . Serious side effects may be more likely in older adults and those who are malnourished or debilitated. Long-term use of opioid medication may affect fertility (ability to have children) in men or women. It is not known whether opioid effects on fertility are permanent. Common side effects of hydromorphone may include: drowsiness, tiredness; dizziness; headache ; or constipation , nausea, vomiting, stomach pain.","Dilaudid, Exalgo",X,https://www.drugs.com/mtm/hydromorphone.html
183,doxepin,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. Doxepin may cause serious side effects. Call your doctor at once if you have: blurred vision, tunnel vision, eye pain or swelling, seeing halos around lights; a light-headed feeling, like you might pass out; tremors, restless muscle movements in your eyes, tongue, jaw, or neck; severe constipation ; confusion, hallucinations, unusual thoughts, seizure (convulsions); or painful or difficult urination. Common side effects of doxepin may include: drowsiness, dizziness ; increased blood pressure; vision changes; rash, swelling; nausea , vomiting , indigestion ; little or no urination; dry mouth, constipation; or decreased or increased sex drive.",,X,https://www.drugs.com/mtm/doxepin-capsules-oral-concentrate.html
184,doxepin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Although the risk of serious side effects is low when doxepin topical is applied to the skin, side effects can occur if the medicine is absorbed into your bloodstream. You may feel drowsy after applying doxepin topical, especially if you have treated large areas of skin. Doxepin topical may cause serious side effects. Stop using doxepin topical and call your doctor at once if you have: severe drowsiness; confusion; severe dry mouth; painful or difficult urination; blurred vision; or new or worsening skin symptoms. Some side effects may be more likely in older adults. Common side effects of doxepin topical may include: burning or stinging where the medicine was applied; mild drowsiness; or dry mouth.","Prudoxin, Zonalon",X,https://www.drugs.com/mtm/doxepin-topical.html
185,quinapril,"hives ; severe stomach pain; difficulty breathing; swelling of your face, lips, tongue, or throat. Quinapril may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; fast or pounding heartbeats, fluttering in your chest; little or no urination; pain or burning when you urinate; jaundice (yellowing of the skin or eyes); numbness , tingling, or burning pain in your hands or feet; fever, chills, cold or flu symptoms; high potassium-- nausea , chest pain, irregular heartbeats, loss of movement; or low sodium-- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common side effects of quinapril may include: headache; cough; or dizziness , tired feeling.",Accupril,,https://www.drugs.com/mtm/quinapril.html
186,fexofenadine,"hives; difficult breathing; swelling of your face, lips, tongue, or throat. Fexofenadine may cause serious side effects. Stop using fexofenadine and call your doctor at once if you have: flu-like symptoms (fever, chills, unusual tiredness); new or worsening cough; pain; or signs of an ear infection--fever, ear pain or full feeling, trouble hearing, drainage from the ear, fussiness in a child. Common side effects of fexofenadine may include: headache ; back pain ; or cold symptoms such as stuffy nose, sinus pain, sore throat .","Allegra, Aller-Ease, Mucinex Allergy",,https://www.drugs.com/fexofenadine.html
187,ranolazine,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Ranolazine may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; fast or pounding heartbeats, fluttering in your chest; or kidney problems--little or no urination, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of ranolazine may include: nausea, constipation ; headache ; or dizziness.","Ranexa, Aspruzyo Sprinkle",,https://www.drugs.com/mtm/ranolazine.html
188,lurasidone,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. High doses or long-term use of lurasidone can cause a serious movement disorder that may not be reversible. The longer you use lurasidone, the more likely you are to develop this disorder, especially if you are a woman or an older adult. Lurasidone may cause serious side effects. Call your doctor at once if you have: any new or unusual muscle movements you cannot control; a light-headed feeling, like you might pass out; a seizure (convulsions); (in women) irregular menstrual periods, breast or vaginal changes, nipple discharge; (in men) breast swelling, impotence ; trouble swallowing; manic episodes--racing thoughts, increased energy, decreased need for sleep, risk-taking behavior, being agitated or talkative; low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing; high blood sugar--increased thirst, increased urination, hunger, dry mouth, fruity breath odor; or severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out. Common side effects of lurasidone may include: drowsiness; weight gain; tremors, muscle stiffness, slow muscle movement; feeling restless or being unable to sit still; nausea , vomiting ; runny nose ; or sleep problems ( insomnia ).",Latuda,X,https://www.drugs.com/mtm/lurasidone.html
189,phenytoin,"skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. Call your doctor at once if you have: slow or uneven heartbeats, chest pain, fluttering in your chest, and dizziness (like you might pass out); any skin rash, no matter how mild; fever, chills, sore throat, swollen glands; red or swollen gums, mouth sores; easy bruising, unusual bleeding, purple or red spots under your skin; or liver problems - loss of appetite, upper stomach pain, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common phenytoin side effects may include: drowsiness, confusion; slurred speech; abnormal eye movement; or problems with balance, coordination, or muscle movement.","Dilantin, Phenytek",X,https://www.drugs.com/phenytoin.html
190,tadalafil,"hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Stop and get medical help at once if you have nausea, chest pain, or dizziness during sex. You could be having a life-threatening side effect. Stop using tadalafil and call your doctor at once if you have: a light-headed feeling, like you might pass out; an erection is painful or lasts longer than 4 hours (prolonged erection can damage the penis); vision changes or sudden vision loss; ringing in your ears or sudden hearing loss; or heart attack symptoms - chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating. Common tadalafil side effects may include: headache; flushing (warmth, redness, or tingly feeling); nausea, upset stomach; stuffy nose; or muscle pain, back pain, pain in your arms, legs, or back.","Adcirca, Cialis",X,https://www.drugs.com/tadalafil.html
191,dexlansoprazole,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Dexlansoprazole may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; a seizure (convulsions); sudden pain or trouble moving your hip, wrist, or back; kidney problems-- fever, rash, nausea , loss of appetite, joint pain, urinating less than usual, blood in your urine, weight gain; low magnesium-- dizziness , fast or irregular heart rate, tremors (shaking) or jerking muscle movements, feeling jittery, muscle cramps, muscle spasms in your hands and feet, cough or choking feeling; or new or worsening symptoms of lupus--joint pain, and a skin rash on your cheeks or arms that worsens in sunlight. Taking dexlansoprazole long-term may cause you to develop stomach growths called fundic gland polyps. Talk with your doctor about this risk. If you use dexlansoprazole for longer than 3 years, you could develop a vitamin B-12 deficiency. Talk to your doctor about how to manage this condition if you develop it. Common side effects of dexlansoprazole may include: nausea, vomiting , stomach pain, gas; diarrhea; headache ; mouth pain, sore throat ; or stuffy nose, sinus pain, or other cold symptoms .","Dexilant, Kapidex",,https://www.drugs.com/mtm/dexlansoprazole.html
